"체류자격별","성별","행정구역(시군구)별","항목","단위","2023 년",
"총계","계","총계","지역 및 체류자격별 등록외국인 현황[명]","명","1348626",
"총계","계","강원특별자치도","지역 및 체류자격별 등록외국인 현황[명]","명","23484",
"총계","계","강릉시","지역 및 체류자격별 등록외국인 현황[명]","명","3379",
"총계","계","고성군","지역 및 체류자격별 등록외국인 현황[명]","명","1812",
"총계","계","동해시","지역 및 체류자격별 등록외국인 현황[명]","명","972",
"총계","계","삼척시","지역 및 체류자격별 등록외국인 현황[명]","명","851",
"총계","계","속초시","지역 및 체류자격별 등록외국인 현황[명]","명","1364",
"총계","계","양구군","지역 및 체류자격별 등록외국인 현황[명]","명","419",
"총계","계","양양군","지역 및 체류자격별 등록외국인 현황[명]","명","366",
"총계","계","영월군","지역 및 체류자격별 등록외국인 현황[명]","명","343",
"총계","계","원주시","지역 및 체류자격별 등록외국인 현황[명]","명","4776",
"총계","계","인제군","지역 및 체류자격별 등록외국인 현황[명]","명","543",
"총계","계","정선군","지역 및 체류자격별 등록외국인 현황[명]","명","293",
"총계","계","철원군","지역 및 체류자격별 등록외국인 현황[명]","명","839",
"총계","계","춘천시","지역 및 체류자격별 등록외국인 현황[명]","명","4317",
"총계","계","태백시","지역 및 체류자격별 등록외국인 현황[명]","명","331",
"총계","계","평창군","지역 및 체류자격별 등록외국인 현황[명]","명","578",
"총계","계","홍천군","지역 및 체류자격별 등록외국인 현황[명]","명","990",
"총계","계","화천군","지역 및 체류자격별 등록외국인 현황[명]","명","268",
"총계","계","횡성군","지역 및 체류자격별 등록외국인 현황[명]","명","1043",
"총계","계","경기도","지역 및 체류자격별 등록외국인 현황[명]","명","425629",
"총계","계","가평군","지역 및 체류자격별 등록외국인 현황[명]","명","1186",
"총계","계","고양시 덕양구","지역 및 체류자격별 등록외국인 현황[명]","명","5076",
"총계","계","고양시 일산동구","지역 및 체류자격별 등록외국인 현황[명]","명","4309",
"총계","계","고양시 일산서구","지역 및 체류자격별 등록외국인 현황[명]","명","3315",
"총계","계","과천시","지역 및 체류자격별 등록외국인 현황[명]","명","219",
"총계","계","광명시","지역 및 체류자격별 등록외국인 현황[명]","명","2927",
"총계","계","광주시","지역 및 체류자격별 등록외국인 현황[명]","명","12893",
"총계","계","구리시","지역 및 체류자격별 등록외국인 현황[명]","명","1541",
"총계","계","군포시","지역 및 체류자격별 등록외국인 현황[명]","명","5780",
"총계","계","김포시","지역 및 체류자격별 등록외국인 현황[명]","명","22628",
"총계","계","남양주시","지역 및 체류자격별 등록외국인 현황[명]","명","8515",
"총계","계","동두천시","지역 및 체류자격별 등록외국인 현황[명]","명","3788",
"총계","계","부천시","지역 및 체류자격별 등록외국인 현황[명]","명","26388",
"총계","계","성남시 분당구","지역 및 체류자격별 등록외국인 현황[명]","명","3002",
"총계","계","성남시 수정구","지역 및 체류자격별 등록외국인 현황[명]","명","10528",
"총계","계","성남시 중원구","지역 및 체류자격별 등록외국인 현황[명]","명","2689",
"총계","계","수원시 권선구","지역 및 체류자격별 등록외국인 현황[명]","명","9407",
"총계","계","수원시 영통구","지역 및 체류자격별 등록외국인 현황[명]","명","8393",
"총계","계","수원시 장안구","지역 및 체류자격별 등록외국인 현황[명]","명","6796",
"총계","계","수원시 팔달구","지역 및 체류자격별 등록외국인 현황[명]","명","11578",
"총계","계","시흥시","지역 및 체류자격별 등록외국인 현황[명]","명","37188",
"총계","계","안산시 단원구","지역 및 체류자격별 등록외국인 현황[명]","명","36991",
"총계","계","안산시 상록구","지역 및 체류자격별 등록외국인 현황[명]","명","15230",
"총계","계","안성시","지역 및 체류자격별 등록외국인 현황[명]","명","13815",
"총계","계","안양시 동안구","지역 및 체류자격별 등록외국인 현황[명]","명","1602",
"총계","계","안양시 만안구","지역 및 체류자격별 등록외국인 현황[명]","명","4850",
"총계","계","양주시","지역 및 체류자격별 등록외국인 현황[명]","명","8634",
"총계","계","양평군","지역 및 체류자격별 등록외국인 현황[명]","명","1503",
"총계","계","여주시","지역 및 체류자격별 등록외국인 현황[명]","명","4124",
"총계","계","연천군","지역 및 체류자격별 등록외국인 현황[명]","명","1184",
"총계","계","오산시","지역 및 체류자격별 등록외국인 현황[명]","명","9503",
"총계","계","용인시 기흥구","지역 및 체류자격별 등록외국인 현황[명]","명","4873",
"총계","계","용인시 수지구","지역 및 체류자격별 등록외국인 현황[명]","명","3293",
"총계","계","용인시 처인구","지역 및 체류자격별 등록외국인 현황[명]","명","10829",
"총계","계","의왕시","지역 및 체류자격별 등록외국인 현황[명]","명","1062",
"총계","계","의정부시","지역 및 체류자격별 등록외국인 현황[명]","명","5723",
"총계","계","이천시","지역 및 체류자격별 등록외국인 현황[명]","명","9167",
"총계","계","파주시","지역 및 체류자격별 등록외국인 현황[명]","명","13777",
"총계","계","평택시","지역 및 체류자격별 등록외국인 현황[명]","명","28822",
"총계","계","포천시","지역 및 체류자격별 등록외국인 현황[명]","명","14669",
"총계","계","하남시","지역 및 체류자격별 등록외국인 현황[명]","명","2498",
"총계","계","화성시","지역 및 체류자격별 등록외국인 현황[명]","명","45334",
"총계","계","경상남도","지역 및 체류자격별 등록외국인 현황[명]","명","89312",
"총계","계","거제시","지역 및 체류자격별 등록외국인 현황[명]","명","11773",
"총계","계","거창군","지역 및 체류자격별 등록외국인 현황[명]","명","806",
"총계","계","고성군","지역 및 체류자격별 등록외국인 현황[명]","명","1712",
"총계","계","김해시","지역 및 체류자격별 등록외국인 현황[명]","명","21425",
"총계","계","남해군","지역 및 체류자격별 등록외국인 현황[명]","명","1017",
"총계","계","밀양시","지역 및 체류자격별 등록외국인 현황[명]","명","4223",
"총계","계","사천시","지역 및 체류자격별 등록외국인 현황[명]","명","3553",
"총계","계","산청군","지역 및 체류자격별 등록외국인 현황[명]","명","869",
"총계","계","양산시","지역 및 체류자격별 등록외국인 현황[명]","명","6948",
"총계","계","의령군","지역 및 체류자격별 등록외국인 현황[명]","명","884",
"총계","계","진주시","지역 및 체류자격별 등록외국인 현황[명]","명","5888",
"총계","계","창녕군","지역 및 체류자격별 등록외국인 현황[명]","명","3091",
"총계","계","창원시 마산합포구","지역 및 체류자격별 등록외국인 현황[명]","명","2453",
"총계","계","창원시 마산회원구","지역 및 체류자격별 등록외국인 현황[명]","명","2366",
"총계","계","창원시 성산구","지역 및 체류자격별 등록외국인 현황[명]","명","4034",
"총계","계","창원시 의창구","지역 및 체류자격별 등록외국인 현황[명]","명","3427",
"총계","계","창원시 진해구","지역 및 체류자격별 등록외국인 현황[명]","명","4142",
"총계","계","통영시","지역 및 체류자격별 등록외국인 현황[명]","명","4601",
"총계","계","하동군","지역 및 체류자격별 등록외국인 현황[명]","명","707",
"총계","계","함안군","지역 및 체류자격별 등록외국인 현황[명]","명","4022",
"총계","계","함양군","지역 및 체류자격별 등록외국인 현황[명]","명","501",
"총계","계","합천군","지역 및 체류자격별 등록외국인 현황[명]","명","870",
"총계","계","경상북도","지역 및 체류자격별 등록외국인 현황[명]","명","67025",
"총계","계","경산시","지역 및 체류자격별 등록외국인 현황[명]","명","15265",
"총계","계","경주시","지역 및 체류자격별 등록외국인 현황[명]","명","11045",
"총계","계","고령군","지역 및 체류자격별 등록외국인 현황[명]","명","1902",
"총계","계","구미시","지역 및 체류자격별 등록외국인 현황[명]","명","5860",
"총계","계","김천시","지역 및 체류자격별 등록외국인 현황[명]","명","3114",
"총계","계","문경시","지역 및 체류자격별 등록외국인 현황[명]","명","881",
"총계","계","봉화군","지역 및 체류자격별 등록외국인 현황[명]","명","374",
"총계","계","상주시","지역 및 체류자격별 등록외국인 현황[명]","명","1857",
"총계","계","성주군","지역 및 체류자격별 등록외국인 현황[명]","명","1953",
"총계","계","안동시","지역 및 체류자격별 등록외국인 현황[명]","명","1774",
"총계","계","영덕군","지역 및 체류자격별 등록외국인 현황[명]","명","1413",
"총계","계","영양군","지역 및 체류자격별 등록외국인 현황[명]","명","275",
"총계","계","영주시","지역 및 체류자격별 등록외국인 현황[명]","명","1100",
"총계","계","영천시","지역 및 체류자격별 등록외국인 현황[명]","명","3511",
"총계","계","예천군","지역 및 체류자격별 등록외국인 현황[명]","명","614",
"총계","계","울릉군","지역 및 체류자격별 등록외국인 현황[명]","명","142",
"총계","계","울진군","지역 및 체류자격별 등록외국인 현황[명]","명","1762",
"총계","계","의성군","지역 및 체류자격별 등록외국인 현황[명]","명","746",
"총계","계","청도군","지역 및 체류자격별 등록외국인 현황[명]","명","1112",
"총계","계","청송군","지역 및 체류자격별 등록외국인 현황[명]","명","343",
"총계","계","칠곡군","지역 및 체류자격별 등록외국인 현황[명]","명","4883",
"총계","계","포항시 남구","지역 및 체류자격별 등록외국인 현황[명]","명","4068",
"총계","계","포항시 북구","지역 및 체류자격별 등록외국인 현황[명]","명","3031",
"총계","계","광주광역시","지역 및 체류자격별 등록외국인 현황[명]","명","25348",
"총계","계","광산구","지역 및 체류자격별 등록외국인 현황[명]","명","14541",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황[명]","명","1581",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황[명]","명","1717",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황[명]","명","5184",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황[명]","명","2325",
"총계","계","대구광역시","지역 및 체류자격별 등록외국인 현황[명]","명","33305",
"총계","계","군위군","지역 및 체류자격별 등록외국인 현황[명]","명","527",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황[명]","명","1991",
"총계","계","달서구","지역 및 체류자격별 등록외국인 현황[명]","명","11394",
"총계","계","달성군","지역 및 체류자격별 등록외국인 현황[명]","명","6673",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황[명]","명","1934",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황[명]","명","5817",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황[명]","명","2392",
"총계","계","수성구","지역 및 체류자격별 등록외국인 현황[명]","명","1704",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황[명]","명","873",
"총계","계","대전광역시","지역 및 체류자격별 등록외국인 현황[명]","명","23384",
"총계","계","대덕구","지역 및 체류자격별 등록외국인 현황[명]","명","2718",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황[명]","명","6353",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황[명]","명","4990",
"총계","계","유성구","지역 및 체류자격별 등록외국인 현황[명]","명","7730",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황[명]","명","1593",
"총계","계","부산광역시","지역 및 체류자격별 등록외국인 현황[명]","명","49090",
"총계","계","강서구","지역 및 체류자격별 등록외국인 현황[명]","명","5806",
"총계","계","금정구","지역 및 체류자격별 등록외국인 현황[명]","명","4362",
"총계","계","기장군","지역 및 체류자격별 등록외국인 현황[명]","명","2435",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황[명]","명","6302",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황[명]","명","1792",
"총계","계","동래구","지역 및 체류자격별 등록외국인 현황[명]","명","1023",
"총계","계","부산진구","지역 및 체류자격별 등록외국인 현황[명]","명","2488",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황[명]","명","1896",
"총계","계","사상구","지역 및 체류자격별 등록외국인 현황[명]","명","5466",
"총계","계","사하구","지역 및 체류자격별 등록외국인 현황[명]","명","4391",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황[명]","명","2348",
"총계","계","수영구","지역 및 체류자격별 등록외국인 현황[명]","명","1526",
"총계","계","연제구","지역 및 체류자격별 등록외국인 현황[명]","명","823",
"총계","계","영도구","지역 및 체류자격별 등록외국인 현황[명]","명","2308",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황[명]","명","2283",
"총계","계","해운대구","지역 및 체류자격별 등록외국인 현황[명]","명","3841",
"총계","계","서울특별시","지역 및 체류자격별 등록외국인 현황[명]","명","252765",
"총계","계","강남구","지역 및 체류자격별 등록외국인 현황[명]","명","5409",
"총계","계","강동구","지역 및 체류자격별 등록외국인 현황[명]","명","4151",
"총계","계","강북구","지역 및 체류자격별 등록외국인 현황[명]","명","4864",
"총계","계","강서구","지역 및 체류자격별 등록외국인 현황[명]","명","5768",
"총계","계","관악구","지역 및 체류자격별 등록외국인 현황[명]","명","15927",
"총계","계","광진구","지역 및 체류자격별 등록외국인 현황[명]","명","15626",
"총계","계","구로구","지역 및 체류자격별 등록외국인 현황[명]","명","23246",
"총계","계","금천구","지역 및 체류자격별 등록외국인 현황[명]","명","13624",
"총계","계","노원구","지역 및 체류자격별 등록외국인 현황[명]","명","4712",
"총계","계","도봉구","지역 및 체류자격별 등록외국인 현황[명]","명","2546",
"총계","계","동대문구","지역 및 체류자격별 등록외국인 현황[명]","명","18724",
"총계","계","동작구","지역 및 체류자격별 등록외국인 현황[명]","명","10945",
"총계","계","마포구","지역 및 체류자격별 등록외국인 현황[명]","명","11465",
"총계","계","서대문구","지역 및 체류자격별 등록외국인 현황[명]","명","14398",
"총계","계","서초구","지역 및 체류자격별 등록외국인 현황[명]","명","4414",
"총계","계","성동구","지역 및 체류자격별 등록외국인 현황[명]","명","7405",
"총계","계","성북구","지역 및 체류자격별 등록외국인 현황[명]","명","12566",
"총계","계","송파구","지역 및 체류자격별 등록외국인 현황[명]","명","5859",
"총계","계","양천구","지역 및 체류자격별 등록외국인 현황[명]","명","3224",
"총계","계","영등포구","지역 및 체류자격별 등록외국인 현황[명]","명","23006",
"총계","계","용산구","지역 및 체류자격별 등록외국인 현황[명]","명","13955",
"총계","계","은평구","지역 및 체류자격별 등록외국인 현황[명]","명","4099",
"총계","계","종로구","지역 및 체류자격별 등록외국인 현황[명]","명","11036",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황[명]","명","10481",
"총계","계","중랑구","지역 및 체류자격별 등록외국인 현황[명]","명","5315",
"총계","계","세종특별자치시","지역 및 체류자격별 등록외국인 현황[명]","명","5786",
"총계","계","울산광역시","지역 및 체류자격별 등록외국인 현황[명]","명","23620",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황[명]","명","4342",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황[명]","명","7377",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황[명]","명","2598",
"총계","계","울주군","지역 및 체류자격별 등록외국인 현황[명]","명","7578",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황[명]","명","1725",
"총계","계","인천광역시","지역 및 체류자격별 등록외국인 현황[명]","명","81016",
"총계","계","강화군","지역 및 체류자격별 등록외국인 현황[명]","명","1029",
"총계","계","계양구","지역 및 체류자격별 등록외국인 현황[명]","명","3556",
"총계","계","남동구","지역 및 체류자격별 등록외국인 현황[명]","명","12186",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황[명]","명","956",
"총계","계","미추홀구","지역 및 체류자격별 등록외국인 현황[명]","명","11595",
"총계","계","부평구","지역 및 체류자격별 등록외국인 현황[명]","명","15463",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황[명]","명","14247",
"총계","계","연수구","지역 및 체류자격별 등록외국인 현황[명]","명","16818",
"총계","계","옹진군","지역 및 체류자격별 등록외국인 현황[명]","명","396",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황[명]","명","4770",
"총계","계","전라남도","지역 및 체류자격별 등록외국인 현황[명]","명","49110",
"총계","계","강진군","지역 및 체류자격별 등록외국인 현황[명]","명","570",
"총계","계","고흥군","지역 및 체류자격별 등록외국인 현황[명]","명","1689",
"총계","계","곡성군","지역 및 체류자격별 등록외국인 현황[명]","명","508",
"총계","계","광양시","지역 및 체류자격별 등록외국인 현황[명]","명","2104",
"총계","계","구례군","지역 및 체류자격별 등록외국인 현황[명]","명","210",
"총계","계","나주시","지역 및 체류자격별 등록외국인 현황[명]","명","3921",
"총계","계","담양군","지역 및 체류자격별 등록외국인 현황[명]","명","1247",
"총계","계","목포시","지역 및 체류자격별 등록외국인 현황[명]","명","4191",
"총계","계","무안군","지역 및 체류자격별 등록외국인 현황[명]","명","2083",
"총계","계","보성군","지역 및 체류자격별 등록외국인 현황[명]","명","799",
"총계","계","순천시","지역 및 체류자격별 등록외국인 현황[명]","명","2806",
"총계","계","신안군","지역 및 체류자격별 등록외국인 현황[명]","명","1210",
"총계","계","여수시","지역 및 체류자격별 등록외국인 현황[명]","명","6405",
"총계","계","영광군","지역 및 체류자격별 등록외국인 현황[명]","명","1121",
"총계","계","영암군","지역 및 체류자격별 등록외국인 현황[명]","명","8221",
"총계","계","완도군","지역 및 체류자격별 등록외국인 현황[명]","명","3907",
"총계","계","장성군","지역 및 체류자격별 등록외국인 현황[명]","명","1135",
"총계","계","장흥군","지역 및 체류자격별 등록외국인 현황[명]","명","634",
"총계","계","진도군","지역 및 체류자격별 등록외국인 현황[명]","명","2070",
"총계","계","함평군","지역 및 체류자격별 등록외국인 현황[명]","명","971",
"총계","계","해남군","지역 및 체류자격별 등록외국인 현황[명]","명","2286",
"총계","계","화순군","지역 및 체류자격별 등록외국인 현황[명]","명","1022",
"총계","계","전북특별자치도","지역 및 체류자격별 등록외국인 현황[명]","명","40215",
"총계","계","고창군","지역 및 체류자격별 등록외국인 현황[명]","명","1517",
"총계","계","군산시","지역 및 체류자격별 등록외국인 현황[명]","명","8443",
"총계","계","김제시","지역 및 체류자격별 등록외국인 현황[명]","명","2685",
"총계","계","남원시","지역 및 체류자격별 등록외국인 현황[명]","명","1180",
"총계","계","무주군","지역 및 체류자격별 등록외국인 현황[명]","명","327",
"총계","계","부안군","지역 및 체류자격별 등록외국인 현황[명]","명","1032",
"총계","계","순창군","지역 및 체류자격별 등록외국인 현황[명]","명","415",
"총계","계","완주군","지역 및 체류자격별 등록외국인 현황[명]","명","4155",
"총계","계","익산시","지역 및 체류자격별 등록외국인 현황[명]","명","6007",
"총계","계","임실군","지역 및 체류자격별 등록외국인 현황[명]","명","405",
"총계","계","장수군","지역 및 체류자격별 등록외국인 현황[명]","명","432",
"총계","계","전주시 덕진구","지역 및 체류자격별 등록외국인 현황[명]","명","5523",
"총계","계","전주시 완산구","지역 및 체류자격별 등록외국인 현황[명]","명","4557",
"총계","계","정읍시","지역 및 체류자격별 등록외국인 현황[명]","명","3066",
"총계","계","진안군","지역 및 체류자격별 등록외국인 현황[명]","명","471",
"총계","계","제주특별자치도","지역 및 체류자격별 등록외국인 현황[명]","명","25456",
"총계","계","서귀포시","지역 및 체류자격별 등록외국인 현황[명]","명","9014",
"총계","계","제주시","지역 및 체류자격별 등록외국인 현황[명]","명","16442",
"총계","계","충청남도","지역 및 체류자격별 등록외국인 현황[명]","명","85215",
"총계","계","계룡시","지역 및 체류자격별 등록외국인 현황[명]","명","228",
"총계","계","공주시","지역 및 체류자격별 등록외국인 현황[명]","명","2420",
"총계","계","금산군","지역 및 체류자격별 등록외국인 현황[명]","명","2901",
"총계","계","논산시","지역 및 체류자격별 등록외국인 현황[명]","명","5403",
"총계","계","당진시","지역 및 체류자격별 등록외국인 현황[명]","명","7322",
"총계","계","보령시","지역 및 체류자격별 등록외국인 현황[명]","명","4251",
"총계","계","부여군","지역 및 체류자격별 등록외국인 현황[명]","명","1747",
"총계","계","서산시","지역 및 체류자격별 등록외국인 현황[명]","명","5121",
"총계","계","서천군","지역 및 체류자격별 등록외국인 현황[명]","명","1970",
"총계","계","아산시","지역 및 체류자격별 등록외국인 현황[명]","명","21008",
"총계","계","예산군","지역 및 체류자격별 등록외국인 현황[명]","명","2919",
"총계","계","천안시 동남구","지역 및 체류자격별 등록외국인 현황[명]","명","9989",
"총계","계","천안시 서북구","지역 및 체류자격별 등록외국인 현황[명]","명","13759",
"총계","계","청양군","지역 및 체류자격별 등록외국인 현황[명]","명","872",
"총계","계","태안군","지역 및 체류자격별 등록외국인 현황[명]","명","2045",
"총계","계","홍성군","지역 및 체류자격별 등록외국인 현황[명]","명","3260",
"총계","계","충청북도","지역 및 체류자격별 등록외국인 현황[명]","명","48866",
"총계","계","괴산군","지역 및 체류자격별 등록외국인 현황[명]","명","1214",
"총계","계","단양군","지역 및 체류자격별 등록외국인 현황[명]","명","276",
"총계","계","보은군","지역 및 체류자격별 등록외국인 현황[명]","명","628",
"총계","계","영동군","지역 및 체류자격별 등록외국인 현황[명]","명","1086",
"총계","계","옥천군","지역 및 체류자격별 등록외국인 현황[명]","명","907",
"총계","계","음성군","지역 및 체류자격별 등록외국인 현황[명]","명","11990",
"총계","계","제천시","지역 및 체류자격별 등록외국인 현황[명]","명","2123",
"총계","계","증평군","지역 및 체류자격별 등록외국인 현황[명]","명","1084",
"총계","계","진천군","지역 및 체류자격별 등록외국인 현황[명]","명","7488",
"총계","계","청주시 상당구","지역 및 체류자격별 등록외국인 현황[명]","명","1299",
"총계","계","청주시 서원구","지역 및 체류자격별 등록외국인 현황[명]","명","3479",
"총계","계","청주시 청원구","지역 및 체류자격별 등록외국인 현황[명]","명","5285",
"총계","계","청주시 흥덕구","지역 및 체류자격별 등록외국인 현황[명]","명","6358",
"총계","계","충주시","지역 및 체류자격별 등록외국인 현황[명]","명","5649",
"총계","남성","총계","지역 및 체류자격별 등록외국인 현황[명]","명","777908",
"총계","남성","강원특별자치도","지역 및 체류자격별 등록외국인 현황[명]","명","13295",
"총계","남성","강릉시","지역 및 체류자격별 등록외국인 현황[명]","명","1893",
"총계","남성","고성군","지역 및 체류자격별 등록외국인 현황[명]","명","1290",
"총계","남성","동해시","지역 및 체류자격별 등록외국인 현황[명]","명","603",
"총계","남성","삼척시","지역 및 체류자격별 등록외국인 현황[명]","명","525",
"총계","남성","속초시","지역 및 체류자격별 등록외국인 현황[명]","명","877",
"총계","남성","양구군","지역 및 체류자격별 등록외국인 현황[명]","명","253",
"총계","남성","양양군","지역 및 체류자격별 등록외국인 현황[명]","명","218",
"총계","남성","영월군","지역 및 체류자격별 등록외국인 현황[명]","명","183",
"총계","남성","원주시","지역 및 체류자격별 등록외국인 현황[명]","명","2593",
"총계","남성","인제군","지역 및 체류자격별 등록외국인 현황[명]","명","313",
"총계","남성","정선군","지역 및 체류자격별 등록외국인 현황[명]","명","94",
"총계","남성","철원군","지역 및 체류자격별 등록외국인 현황[명]","명","511",
"총계","남성","춘천시","지역 및 체류자격별 등록외국인 현황[명]","명","2191",
"총계","남성","태백시","지역 및 체류자격별 등록외국인 현황[명]","명","118",
"총계","남성","평창군","지역 및 체류자격별 등록외국인 현황[명]","명","272",
"총계","남성","홍천군","지역 및 체류자격별 등록외국인 현황[명]","명","581",
"총계","남성","화천군","지역 및 체류자격별 등록외국인 현황[명]","명","136",
"총계","남성","횡성군","지역 및 체류자격별 등록외국인 현황[명]","명","644",
"총계","남성","경기도","지역 및 체류자격별 등록외국인 현황[명]","명","255432",
"총계","남성","가평군","지역 및 체류자격별 등록외국인 현황[명]","명","513",
"총계","남성","고양시 덕양구","지역 및 체류자격별 등록외국인 현황[명]","명","2384",
"총계","남성","고양시 일산동구","지역 및 체류자격별 등록외국인 현황[명]","명","2452",
"총계","남성","고양시 일산서구","지역 및 체류자격별 등록외국인 현황[명]","명","1600",
"총계","남성","과천시","지역 및 체류자격별 등록외국인 현황[명]","명","98",
"총계","남성","광명시","지역 및 체류자격별 등록외국인 현황[명]","명","1427",
"총계","남성","광주시","지역 및 체류자격별 등록외국인 현황[명]","명","8896",
"총계","남성","구리시","지역 및 체류자격별 등록외국인 현황[명]","명","697",
"총계","남성","군포시","지역 및 체류자격별 등록외국인 현황[명]","명","2939",
"총계","남성","김포시","지역 및 체류자격별 등록외국인 현황[명]","명","17362",
"총계","남성","남양주시","지역 및 체류자격별 등록외국인 현황[명]","명","4974",
"총계","남성","동두천시","지역 및 체류자격별 등록외국인 현황[명]","명","2187",
"총계","남성","부천시","지역 및 체류자격별 등록외국인 현황[명]","명","13300",
"총계","남성","성남시 분당구","지역 및 체류자격별 등록외국인 현황[명]","명","1408",
"총계","남성","성남시 수정구","지역 및 체류자격별 등록외국인 현황[명]","명","5153",
"총계","남성","성남시 중원구","지역 및 체류자격별 등록외국인 현황[명]","명","1187",
"총계","남성","수원시 권선구","지역 및 체류자격별 등록외국인 현황[명]","명","4558",
"총계","남성","수원시 영통구","지역 및 체류자격별 등록외국인 현황[명]","명","4055",
"총계","남성","수원시 장안구","지역 및 체류자격별 등록외국인 현황[명]","명","3312",
"총계","남성","수원시 팔달구","지역 및 체류자격별 등록외국인 현황[명]","명","5917",
"총계","남성","시흥시","지역 및 체류자격별 등록외국인 현황[명]","명","22025",
"총계","남성","안산시 단원구","지역 및 체류자격별 등록외국인 현황[명]","명","21646",
"총계","남성","안산시 상록구","지역 및 체류자격별 등록외국인 현황[명]","명","7540",
"총계","남성","안성시","지역 및 체류자격별 등록외국인 현황[명]","명","8835",
"총계","남성","안양시 동안구","지역 및 체류자격별 등록외국인 현황[명]","명","684",
"총계","남성","안양시 만안구","지역 및 체류자격별 등록외국인 현황[명]","명","2420",
"총계","남성","양주시","지역 및 체류자격별 등록외국인 현황[명]","명","6335",
"총계","남성","양평군","지역 및 체류자격별 등록외국인 현황[명]","명","715",
"총계","남성","여주시","지역 및 체류자격별 등록외국인 현황[명]","명","2698",
"총계","남성","연천군","지역 및 체류자격별 등록외국인 현황[명]","명","888",
"총계","남성","오산시","지역 및 체류자격별 등록외국인 현황[명]","명","4919",
"총계","남성","용인시 기흥구","지역 및 체류자격별 등록외국인 현황[명]","명","2361",
"총계","남성","용인시 수지구","지역 및 체류자격별 등록외국인 현황[명]","명","1306",
"총계","남성","용인시 처인구","지역 및 체류자격별 등록외국인 현황[명]","명","7257",
"총계","남성","의왕시","지역 및 체류자격별 등록외국인 현황[명]","명","519",
"총계","남성","의정부시","지역 및 체류자격별 등록외국인 현황[명]","명","2598",
"총계","남성","이천시","지역 및 체류자격별 등록외국인 현황[명]","명","5787",
"총계","남성","파주시","지역 및 체류자격별 등록외국인 현황[명]","명","10089",
"총계","남성","평택시","지역 및 체류자격별 등록외국인 현황[명]","명","16891",
"총계","남성","포천시","지역 및 체류자격별 등록외국인 현황[명]","명","11196",
"총계","남성","하남시","지역 및 체류자격별 등록외국인 현황[명]","명","1231",
"총계","남성","화성시","지역 및 체류자격별 등록외국인 현황[명]","명","33073",
"총계","남성","경상남도","지역 및 체류자격별 등록외국인 현황[명]","명","62916",
"총계","남성","거제시","지역 및 체류자격별 등록외국인 현황[명]","명","9731",
"총계","남성","거창군","지역 및 체류자격별 등록외국인 현황[명]","명","472",
"총계","남성","고성군","지역 및 체류자격별 등록외국인 현황[명]","명","1328",
"총계","남성","김해시","지역 및 체류자격별 등록외국인 현황[명]","명","15585",
"총계","남성","남해군","지역 및 체류자격별 등록외국인 현황[명]","명","847",
"총계","남성","밀양시","지역 및 체류자격별 등록외국인 현황[명]","명","1911",
"총계","남성","사천시","지역 및 체류자격별 등록외국인 현황[명]","명","2820",
"총계","남성","산청군","지역 및 체류자격별 등록외국인 현황[명]","명","385",
"총계","남성","양산시","지역 및 체류자격별 등록외국인 현황[명]","명","4680",
"총계","남성","의령군","지역 및 체류자격별 등록외국인 현황[명]","명","625",
"총계","남성","진주시","지역 및 체류자격별 등록외국인 현황[명]","명","3590",
"총계","남성","창녕군","지역 및 체류자격별 등록외국인 현황[명]","명","2203",
"총계","남성","창원시 마산합포구","지역 및 체류자격별 등록외국인 현황[명]","명","1496",
"총계","남성","창원시 마산회원구","지역 및 체류자격별 등록외국인 현황[명]","명","1385",
"총계","남성","창원시 성산구","지역 및 체류자격별 등록외국인 현황[명]","명","2690",
"총계","남성","창원시 의창구","지역 및 체류자격별 등록외국인 현황[명]","명","1949",
"총계","남성","창원시 진해구","지역 및 체류자격별 등록외국인 현황[명]","명","2722",
"총계","남성","통영시","지역 및 체류자격별 등록외국인 현황[명]","명","3982",
"총계","남성","하동군","지역 및 체류자격별 등록외국인 현황[명]","명","347",
